Longitud Sexa finca;Latitud Sexa finca;Municipio Finca;HORA INICIO TURNO;HORA FIN TURNO;FINCA;FECHA;lat_decimal;lon_decimal;fecha_dt;hora_inicio_turno_dt;hora_fin_turno_dt;fecha_clima;lat_key;lon_key;fecha_key;clima_fuente;clima_temp_promedio_dia_c;clima_temp_min_dia_c;clima_temp_max_dia_c;clima_precipitacion_dia_mm;clima_viento_promedio_dia_kmh;clima_presion_promedio_dia_hpa;clima_horas_validas_dia;clima_horas_lluvia_dia;clima_observacion_dia;clima_estado_dia;fue_lluvioso_dia;clima_imputado
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;6:00:00;14:00:00;15RIEL_;28/03/2026;4.846666667;-75.62;28/03/2026;28/03/2026 6:00;28/03/2026 14:00;28/03/2026;4.84667;-75.62;28/03/2026;Open-Meteo Archive;19.1;15.9;24.2;9.2;7.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;14:00:00;22:00:00;15RIEL_;28/03/2026;4.846666667;-75.62;28/03/2026;28/03/2026 14:00;28/03/2026 22:00;28/03/2026;4.84667;-75.62;28/03/2026;Open-Meteo Archive;19.1;15.9;24.2;9.2;7.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;14:00:00;22:00:00;15RIEL_;28/03/2026;4.846666667;-75.62;28/03/2026;28/03/2026 14:00;28/03/2026 22:00;28/03/2026;4.84667;-75.62;28/03/2026;Open-Meteo Archive;19.1;15.9;24.2;9.2;7.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'42.1''W;4°11'47.6''N;Sevilla;6:00:00;14:00:00;13AMPAR;28/03/2026;4.196555556;-75.84502778;28/03/2026;28/03/2026 6:00;28/03/2026 14:00;28/03/2026;4.19656;-75.84503;28/03/2026;Open-Meteo Archive;16.5;11.7;21.7;3.9;7.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'16.7''W;4°12'48.2''N;Sevilla;6:00:00;14:00:00;13MIMBR;28/03/2026;4.213388889;-75.87130556;28/03/2026;28/03/2026 6:00;28/03/2026 14:00;28/03/2026;4.21339;-75.87131;28/03/2026;Open-Meteo Archive;15.2;10.4;20.4;3.9;7.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'16.7''W;4°12'48.2''N;Sevilla;14:00:00;22:00:00;13MIMBR;28/03/2026;4.213388889;-75.87130556;28/03/2026;28/03/2026 14:00;28/03/2026 22:00;28/03/2026;4.21339;-75.87131;28/03/2026;Open-Meteo Archive;15.2;10.4;20.4;3.9;7.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'44.2''W;4°24'52.3''N;Bolivar;6:00:00;14:00:00;35PLACE;28/03/2026;4.414527778;-76.27894444;28/03/2026;28/03/2026 6:00;28/03/2026 14:00;28/03/2026;4.41453;-76.27894;28/03/2026;Open-Meteo Archive;15.9;12.8;21.4;2.8;11.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'44.2''W;4°24'52.3''N;Bolivar;14:00:00;22:00:00;35PLACE;28/03/2026;4.414527778;-76.27894444;28/03/2026;28/03/2026 14:00;28/03/2026 22:00;28/03/2026;4.41453;-76.27894;28/03/2026;Open-Meteo Archive;15.9;12.8;21.4;2.8;11.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'02.8''W;3°45'08.8''N;Vijes;6:00:00;14:00:00;32SNRAF;29/03/2026;3.752444444;-76.46744444;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;3.75244;-76.46744;29/03/2026;Imputado por fecha;23.91363636;20.5;28.7;5.5;8.395454545;;0;;Dato horario agregado a día obtenido correctamente;Lluvioso;Sí;Sí
75°52'16.7''W;4°12'48.2''N;Sevilla;6:00:00;14:00:00;13MIMBR;29/03/2026;4.213388889;-75.87130556;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;4.21339;-75.87131;29/03/2026;Open-Meteo Archive;15.6;12.8;20.1;5.5;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'16.7''W;4°12'48.2''N;Sevilla;14:00:00;22:00:00;13MIMBR;29/03/2026;4.213388889;-75.87130556;29/03/2026;29/03/2026 14:00;29/03/2026 22:00;29/03/2026;4.21339;-75.87131;29/03/2026;Open-Meteo Archive;15.6;12.8;20.1;5.5;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'42.1''W;4°11'47.6''N;Sevilla;6:00:00;14:00:00;13AMPAR;29/03/2026;4.196555556;-75.84502778;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;4.19656;-75.84503;29/03/2026;Open-Meteo Archive;17;14.1;21.5;5.5;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'42.1''W;4°11'47.6''N;Sevilla;14:00:00;22:00:00;13AMPAR;29/03/2026;4.196555556;-75.84502778;29/03/2026;29/03/2026 14:00;29/03/2026 22:00;29/03/2026;4.19656;-75.84503;29/03/2026;Open-Meteo Archive;17;14.1;21.5;5.5;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;6:00:00;14:00:00;15RIEL_;29/03/2026;4.846666667;-75.62;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;4.84667;-75.62;29/03/2026;Open-Meteo Archive;18.1;15.3;24;21.2;9.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;6:00:00;14:00:00;15RIEL_;29/03/2026;4.846666667;-75.62;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;4.84667;-75.62;29/03/2026;Open-Meteo Archive;18.1;15.3;24;21.2;9.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;14:00:00;22:00:00;15RIEL_;29/03/2026;4.846666667;-75.62;29/03/2026;29/03/2026 14:00;29/03/2026 22:00;29/03/2026;4.84667;-75.62;29/03/2026;Open-Meteo Archive;18.1;15.3;24;21.2;9.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;14:00:00;22:00:00;15RIEL_;29/03/2026;4.846666667;-75.62;29/03/2026;29/03/2026 14:00;29/03/2026 22:00;29/03/2026;4.84667;-75.62;29/03/2026;Open-Meteo Archive;18.1;15.3;24;21.2;9.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'44.2''W;4°24'52.3''N;Bolivar;6:00:00;14:00:00;35PLACE;29/03/2026;4.414527778;-76.27894444;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;4.41453;-76.27894;29/03/2026;Open-Meteo Archive;16.1;14;19.4;4.7;10.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;6:00:00;14:00:00;25QUIRA;29/03/2026;3.060527778;-76.52186111;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;3.06053;-76.52186;29/03/2026;Open-Meteo Archive;22.3;17.8;28.2;7.5;10.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;29/03/2026;3.060527778;-76.52186111;29/03/2026;29/03/2026 14:00;29/03/2026 22:00;29/03/2026;3.06053;-76.52186;29/03/2026;Open-Meteo Archive;22.3;17.8;28.2;7.5;10.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'02.8''W;3°45'08.8''N;Vijes;14:00:00;22:00:00;32SNRAF;29/03/2026;3.752444444;-76.46744444;29/03/2026;29/03/2026 14:00;29/03/2026 22:00;29/03/2026;3.75244;-76.46744;29/03/2026;Imputado por fecha;23.91363636;20.5;28.7;5.5;8.395454545;;0;;Dato horario agregado a día obtenido correctamente;Lluvioso;Sí;Sí
75°52'16.7''W;4°12'48.2''N;Sevilla;6:00:00;14:00:00;13MIMBR;29/03/2026;4.213388889;-75.87130556;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;4.21339;-75.87131;29/03/2026;Open-Meteo Archive;15.6;12.8;20.1;5.5;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'16.7''W;4°12'48.2''N;Sevilla;14:00:00;22:00:00;13MIMBR;29/03/2026;4.213388889;-75.87130556;29/03/2026;29/03/2026 14:00;29/03/2026 22:00;29/03/2026;4.21339;-75.87131;29/03/2026;Open-Meteo Archive;15.6;12.8;20.1;5.5;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'42.1''W;4°11'47.6''N;Sevilla;6:00:00;14:00:00;13AMPAR;29/03/2026;4.196555556;-75.84502778;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;4.19656;-75.84503;29/03/2026;Open-Meteo Archive;17;14.1;21.5;5.5;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'42.1''W;4°11'47.6''N;Sevilla;14:00:00;22:00:00;13AMPAR;29/03/2026;4.196555556;-75.84502778;29/03/2026;29/03/2026 14:00;29/03/2026 22:00;29/03/2026;4.19656;-75.84503;29/03/2026;Open-Meteo Archive;17;14.1;21.5;5.5;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;6:00:00;14:00:00;15RIEL_;25/03/2026;4.846666667;-75.62;25/03/2026;25/03/2026 6:00;25/03/2026 14:00;25/03/2026;4.84667;-75.62;25/03/2026;Open-Meteo Archive;17.7;15.4;22.6;7.6;8.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;29/03/2026;3.694388889;-76.57305556;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;3.69439;-76.57306;29/03/2026;Imputado por fecha;23.91363636;20.5;28.7;5.5;8.395454545;;0;;Dato horario agregado a día obtenido correctamente;Lluvioso;Sí;Sí
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;29/03/2026;4.069972222;-76.40744444;29/03/2026;29/03/2026 6:00;29/03/2026 14:00;29/03/2026;4.06997;-76.40744;29/03/2026;Open-Meteo Archive;17.4;13.8;21.2;8.1;11.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;29/03/2026;4.069972222;-76.40744444;29/03/2026;29/03/2026 14:00;29/03/2026 22:00;29/03/2026;4.06997;-76.40744;29/03/2026;Open-Meteo Archive;17.4;13.8;21.2;8.1;11.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;30/03/2026;3.060527778;-76.52186111;30/03/2026;30/03/2026 14:00;30/03/2026 22:00;30/03/2026;3.06053;-76.52186;30/03/2026;Open-Meteo Archive;22;18.5;27.6;6.3;9.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;30/03/2026;4.069972222;-76.40744444;30/03/2026;30/03/2026 6:00;30/03/2026 14:00;30/03/2026;4.06997;-76.40744;30/03/2026;Open-Meteo Archive;16.4;14.5;19.6;11.9;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°25'40.8''W;4°03'16.7''N;Riofrio;14:00:00;22:00:00;31ESMER;30/03/2026;4.054638889;-76.428;30/03/2026;30/03/2026 14:00;30/03/2026 22:00;30/03/2026;4.05464;-76.428;30/03/2026;Open-Meteo Archive;15.5;13.5;18.6;11.9;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°27'15.0''W;3°45'32.4''N;Vijes;6:00:00;14:00:00;32MONTE;30/03/2026;3.759;-76.45416667;30/03/2026;30/03/2026 6:00;30/03/2026 14:00;30/03/2026;3.759;-76.45417;30/03/2026;Open-Meteo Archive;18;15.7;21.8;5.5;9.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;30/03/2026;3.694388889;-76.57305556;30/03/2026;30/03/2026 6:00;30/03/2026 14:00;30/03/2026;3.69439;-76.57306;30/03/2026;Open-Meteo Archive;18.7;16.7;22.6;4.9;12.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'16.7''W;4°12'48.2''N;Sevilla;6:00:00;14:00:00;13MIMBR;30/03/2026;4.213388889;-75.87130556;30/03/2026;30/03/2026 6:00;30/03/2026 14:00;30/03/2026;4.21339;-75.87131;30/03/2026;Open-Meteo Archive;15;13.1;18.4;3.7;6.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'16.7''W;4°12'48.2''N;Sevilla;14:00:00;22:00:00;13MIMBR;30/03/2026;4.213388889;-75.87130556;30/03/2026;30/03/2026 14:00;30/03/2026 22:00;30/03/2026;4.21339;-75.87131;30/03/2026;Open-Meteo Archive;15;13.1;18.4;3.7;6.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'42.1''W;4°11'47.6''N;Sevilla;6:00:00;14:00:00;13AMPAR;30/03/2026;4.196555556;-75.84502778;30/03/2026;30/03/2026 6:00;30/03/2026 14:00;30/03/2026;4.19656;-75.84503;30/03/2026;Open-Meteo Archive;16.4;14.4;19.7;3.7;6.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'42.1''W;4°11'47.6''N;Sevilla;14:00:00;22:00:00;13AMPAR;30/03/2026;4.196555556;-75.84502778;30/03/2026;30/03/2026 14:00;30/03/2026 22:00;30/03/2026;4.19656;-75.84503;30/03/2026;Open-Meteo Archive;16.4;14.4;19.7;3.7;6.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;6:00:00;14:00:00;25QUIRA;30/03/2026;3.060527778;-76.52186111;30/03/2026;30/03/2026 6:00;30/03/2026 14:00;30/03/2026;3.06053;-76.52186;30/03/2026;Open-Meteo Archive;22;18.5;27.6;6.3;9.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;6:00:00;14:00:00;15RIEL_;30/03/2026;4.846666667;-75.62;30/03/2026;30/03/2026 6:00;30/03/2026 14:00;30/03/2026;4.84667;-75.62;30/03/2026;Open-Meteo Archive;17.7;15.2;22.5;13.5;9.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;14:00:00;22:00:00;15RIEL_;30/03/2026;4.846666667;-75.62;30/03/2026;30/03/2026 14:00;30/03/2026 22:00;30/03/2026;4.84667;-75.62;30/03/2026;Open-Meteo Archive;17.7;15.2;22.5;13.5;9.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°27'15.0''W;3°45'32.4''N;Vijes;14:00:00;22:00:00;32MONTE;30/03/2026;3.759;-76.45416667;30/03/2026;30/03/2026 14:00;30/03/2026 22:00;30/03/2026;3.759;-76.45417;30/03/2026;Open-Meteo Archive;18;15.7;21.8;5.5;9.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'44.2''W;4°24'52.3''N;Bolivar;6:00:00;14:00:00;35PLACE;30/03/2026;4.414527778;-76.27894444;30/03/2026;30/03/2026 6:00;30/03/2026 14:00;30/03/2026;4.41453;-76.27894;30/03/2026;Open-Meteo Archive;16;13.7;19.8;1.2;9.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'44.2''W;4°24'52.3''N;Bolivar;14:00:00;22:00:00;35PLACE;30/03/2026;4.414527778;-76.27894444;30/03/2026;30/03/2026 14:00;30/03/2026 22:00;30/03/2026;4.41453;-76.27894;30/03/2026;Open-Meteo Archive;16;13.7;19.8;1.2;9.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;31/03/2026;3.060527778;-76.52186111;31/03/2026;31/03/2026 14:00;31/03/2026 22:00;31/03/2026;3.06053;-76.52186;31/03/2026;Open-Meteo Archive;22.6;18.4;28.6;0;13.6;;;;Dato obtenido por fallback Open-Meteo;Seco;No;No
76°16'44.2''W;4°24'52.3''N;Bolivar;14:00:00;22:00:00;35PLACE;31/03/2026;4.414527778;-76.27894444;31/03/2026;31/03/2026 14:00;31/03/2026 22:00;31/03/2026;4.41453;-76.27894;31/03/2026;Open-Meteo Archive;16;13;20.7;5.4;11.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°27'15.0''W;3°45'32.4''N;Vijes;14:00:00;22:00:00;32MONTE;31/03/2026;3.759;-76.45416667;31/03/2026;31/03/2026 14:00;31/03/2026 22:00;31/03/2026;3.759;-76.45417;31/03/2026;Open-Meteo Archive;17.9;14.8;22.6;2.9;12.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;6:00:00;14:00:00;15RIEL_;31/03/2026;4.846666667;-75.62;31/03/2026;31/03/2026 6:00;31/03/2026 14:00;31/03/2026;4.84667;-75.62;31/03/2026;Open-Meteo Archive;17.8;13.1;23.9;10.4;7.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;6:00:00;14:00:00;15RIEL_;31/03/2026;4.846666667;-75.62;31/03/2026;31/03/2026 6:00;31/03/2026 14:00;31/03/2026;4.84667;-75.62;31/03/2026;Open-Meteo Archive;17.8;13.1;23.9;10.4;7.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;14:00:00;22:00:00;15RIEL_;31/03/2026;4.846666667;-75.62;31/03/2026;31/03/2026 14:00;31/03/2026 22:00;31/03/2026;4.84667;-75.62;31/03/2026;Open-Meteo Archive;17.8;13.1;23.9;10.4;7.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;14:00:00;22:00:00;15RIEL_;31/03/2026;4.846666667;-75.62;31/03/2026;31/03/2026 14:00;31/03/2026 22:00;31/03/2026;4.84667;-75.62;31/03/2026;Open-Meteo Archive;17.8;13.1;23.9;10.4;7.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;6:00:00;14:00:00;25QUIRA;31/03/2026;3.060527778;-76.52186111;31/03/2026;31/03/2026 6:00;31/03/2026 14:00;31/03/2026;3.06053;-76.52186;31/03/2026;Open-Meteo Archive;22.6;18.4;28.6;0;13.6;;;;Dato obtenido por fallback Open-Meteo;Seco;No;No
75°52'16.7''W;4°12'48.2''N;Sevilla;6:00:00;14:00:00;13MIMBR;31/03/2026;4.213388889;-75.87130556;31/03/2026;31/03/2026 6:00;31/03/2026 14:00;31/03/2026;4.21339;-75.87131;31/03/2026;Open-Meteo Archive;15.6;12.1;21.1;1.3;8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'02.8''W;3°45'08.8''N;Vijes;6:00:00;14:00:00;32SNRAF;31/03/2026;3.752444444;-76.46744444;31/03/2026;31/03/2026 6:00;31/03/2026 14:00;31/03/2026;3.75244;-76.46744;31/03/2026;Open-Meteo Archive;19.8;16.2;25.6;1.1;16.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'16.7''W;4°12'48.2''N;Sevilla;14:00:00;22:00:00;13MIMBR;31/03/2026;4.213388889;-75.87130556;31/03/2026;31/03/2026 14:00;31/03/2026 22:00;31/03/2026;4.21339;-75.87131;31/03/2026;Open-Meteo Archive;15.6;12.1;21.1;1.3;8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'42.1''W;4°11'47.6''N;Sevilla;6:00:00;14:00:00;13AMPAR;31/03/2026;4.196555556;-75.84502778;31/03/2026;31/03/2026 6:00;31/03/2026 14:00;31/03/2026;4.19656;-75.84503;31/03/2026;Open-Meteo Archive;16.9;13.5;22.4;1.3;8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'42.1''W;4°11'47.6''N;Sevilla;14:00:00;22:00:00;13AMPAR;31/03/2026;4.196555556;-75.84502778;31/03/2026;31/03/2026 14:00;31/03/2026 22:00;31/03/2026;4.19656;-75.84503;31/03/2026;Open-Meteo Archive;16.9;13.5;22.4;1.3;8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'44.2''W;4°24'52.3''N;Bolivar;6:00:00;14:00:00;35PLACE;31/03/2026;4.414527778;-76.27894444;31/03/2026;31/03/2026 6:00;31/03/2026 14:00;31/03/2026;4.41453;-76.27894;31/03/2026;Open-Meteo Archive;16;13;20.7;5.4;11.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°35'12.5''W;3°41'47.2''N;Cumbre;14:00:00;22:00:00;32LOREN;30/03/2026;3.696444444;-76.58680556;30/03/2026;30/03/2026 14:00;30/03/2026 22:00;30/03/2026;3.69644;-76.58681;30/03/2026;Open-Meteo Archive;19.5;17.5;23.4;4.9;12.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°35'12.5''W;3°41'47.2''N;Cumbre;6:00:00;14:00:00;32LOREN;31/03/2026;3.696444444;-76.58680556;31/03/2026;31/03/2026 6:00;31/03/2026 14:00;31/03/2026;3.69644;-76.58681;31/03/2026;Open-Meteo Archive;19.6;16.7;25.6;0.6;14.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;14:00:00;22:00:00;32PORRA;31/03/2026;3.694388889;-76.57305556;31/03/2026;31/03/2026 14:00;31/03/2026 22:00;31/03/2026;3.69439;-76.57306;31/03/2026;Open-Meteo Archive;18.8;15.9;24.8;0.6;14.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°37'12.0''W;4°50'48.0''N;Santa_Rosa_Cabal;6:00:00;14:00:00;15RIEL_;31/03/2026;4.846666667;-75.62;31/03/2026;31/03/2026 6:00;31/03/2026 14:00;31/03/2026;4.84667;-75.62;31/03/2026;Open-Meteo Archive;17.8;13.1;23.9;10.4;7.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;01/04/2026;4.069972222;-76.40744444;01/04/2026;01/04/2026 14:00;01/04/2026 22:00;01/04/2026;4.06997;-76.40744;01/04/2026;Open-Meteo Archive;16.6;13.7;21.3;18.3;8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;01/04/2026;3.060527778;-76.52186111;01/04/2026;01/04/2026 14:00;01/04/2026 22:00;01/04/2026;3.06053;-76.52186;01/04/2026;Open-Meteo Archive;22;18;29.6;6.4;12.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;6:00:00;14:00:00;25QUIRA;01/04/2026;3.060527778;-76.52186111;01/04/2026;01/04/2026 6:00;01/04/2026 14:00;01/04/2026;3.06053;-76.52186;01/04/2026;Open-Meteo Archive;22;18;29.6;6.4;12.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;02/04/2026;4.069972222;-76.40744444;02/04/2026;02/04/2026 6:00;02/04/2026 14:00;02/04/2026;4.06997;-76.40744;02/04/2026;Open-Meteo Archive;17.1;12.8;21.7;1.2;10.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;02/04/2026;3.060527778;-76.52186111;02/04/2026;02/04/2026 14:00;02/04/2026 22:00;02/04/2026;3.06053;-76.52186;02/04/2026;Open-Meteo Archive;22.5;17.4;29;0.3;12.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;6:00:00;14:00:00;25QUIRA;02/04/2026;3.060527778;-76.52186111;02/04/2026;02/04/2026 6:00;02/04/2026 14:00;02/04/2026;3.06053;-76.52186;02/04/2026;Open-Meteo Archive;22.5;17.4;29;0.3;12.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;03/04/2026;3.060527778;-76.52186111;03/04/2026;03/04/2026 14:00;03/04/2026 22:00;03/04/2026;3.06053;-76.52186;03/04/2026;Open-Meteo Archive;23.2;17.8;30;1.1;10.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;6:00:00;14:00:00;25QUIRA;03/04/2026;3.060527778;-76.52186111;03/04/2026;03/04/2026 6:00;03/04/2026 14:00;03/04/2026;3.06053;-76.52186;03/04/2026;Open-Meteo Archive;23.2;17.8;30;1.1;10.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;03/04/2026;3.060527778;-76.52186111;03/04/2026;03/04/2026 14:00;03/04/2026 22:00;03/04/2026;3.06053;-76.52186;03/04/2026;Open-Meteo Archive;23.2;17.8;30;1.1;10.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;04/04/2026;3.060527778;-76.52186111;04/04/2026;04/04/2026 14:00;04/04/2026 22:00;04/04/2026;3.06053;-76.52186;04/04/2026;Open-Meteo Archive;23.1;18.6;29.2;25;10.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;04/04/2026;3.060527778;-76.52186111;04/04/2026;04/04/2026 14:00;04/04/2026 22:00;04/04/2026;3.06053;-76.52186;04/04/2026;Open-Meteo Archive;23.1;18.6;29.2;25;10.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
